Dataset,Topology,Alpha,Agents,bandwidth,latency,packet_loss,PacketLossSimulated,PacketLossScenario,SourceFile,Approach
cic,FullyConnected,0.1,4,98.81381661772132,24.747741624520376,0.3,0.3,0.3,marl_xgb_FullyConnected_topology_cic_traffic_metrics_0.1_normal_fuzzers_loss30.csv,MARL
cic,FullyConnected,0.1,3,89.10397859395525,41.01038189207081,0.5,0.5,0.5,marl_xgb_FullyConnected_topology_cic_traffic_metrics_0.1_normal_fuzzers_loss50.csv,MARL
cic,FullyConnected,0.3,9,97.30641857562074,45.20071934583725,0,0,0,marl_xgb_FullyConnected_topology_cic_traffic_metrics_0.3_normal_dos_reconnaissance_loss0.csv,MARL
cic,FullyConnected,0.3,8,80.88382764169866,15.542692226898938,0.1,0.1,0.1,marl_xgb_FullyConnected_topology_cic_traffic_metrics_0.3_normal_dos_reconnaissance_loss10.csv,MARL
cic,FullyConnected,0.3,8,59.61850101859412,28.42293986909506,0.3,0.3,0.3,marl_xgb_FullyConnected_topology_cic_traffic_metrics_0.3_normal_dos_reconnaissance_loss30.csv,MARL
cic,FullyConnected,0.3,8,88.08888885003775,32.03181309092241,0.5,0.5,0.5,marl_xgb_FullyConnected_topology_cic_traffic_metrics_0.3_normal_dos_reconnaissance_loss50.csv,MARL
cic,FullyConnected,0.3,7,52.01364837187241,21.170246234981956,0,0,0,marl_xgb_FullyConnected_topology_cic_traffic_metrics_0.3_normal_exploits_loss0.csv,MARL
cic,FullyConnected,0.3,7,56.3991997021757,12.98284202696735,0.1,0.1,0.1,marl_xgb_FullyConnected_topology_cic_traffic_metrics_0.3_normal_exploits_loss10.csv,MARL
cic,FullyConnected,0.3,8,66.15379867157402,21.60027728739601,0.3,0.3,0.3,marl_xgb_FullyConnected_topology_cic_traffic_metrics_0.3_normal_exploits_loss30.csv,MARL
cic,FullyConnected,0.3,7,83.09777384429339,24.23652181252818,0.5,0.5,0.5,marl_xgb_FullyConnected_topology_cic_traffic_metrics_0.3_normal_exploits_loss50.csv,MARL
cic,FullyConnected,0.3,7,54.04582122105448,23.32835554285525,0,0,0,marl_xgb_FullyConnected_topology_cic_traffic_metrics_0.3_normal_fuzzers_loss0.csv,MARL
cic,FullyConnected,0.3,8,77.71645429236321,31.74424192546305,0.1,0.1,0.1,marl_xgb_FullyConnected_topology_cic_traffic_metrics_0.3_normal_fuzzers_loss10.csv,MARL
cic,FullyConnected,0.3,8,56.99565563035509,30.303706955997928,0.3,0.3,0.3,marl_xgb_FullyConnected_topology_cic_traffic_metrics_0.3_normal_fuzzers_loss30.csv,MARL
cic,FullyConnected,0.3,8,87.97399863436783,23.1576798048134,0.5,0.5,0.5,marl_xgb_FullyConnected_topology_cic_traffic_metrics_0.3_normal_fuzzers_loss50.csv,MARL
cic,FullyConnected,0.5,9,80.9351274905464,12.044731651348036,0,0,0,marl_xgb_FullyConnected_topology_cic_traffic_metrics_0.5_normal_dos_reconnaissance_loss0.csv,MARL
cic,FullyConnected,0.5,10,71.06804115693058,44.008689699291736,0.1,0.1,0.1,marl_xgb_FullyConnected_topology_cic_traffic_metrics_0.5_normal_dos_reconnaissance_loss10.csv,MARL
cic,FullyConnected,0.5,10,83.53610880604248,28.623544065024102,0.3,0.3,0.3,marl_xgb_FullyConnected_topology_cic_traffic_metrics_0.5_normal_dos_reconnaissance_loss30.csv,MARL
cic,FullyConnected,0.5,10,99.20754359443252,20.74874721635841,0.5,0.5,0.5,marl_xgb_FullyConnected_topology_cic_traffic_metrics_0.5_normal_dos_reconnaissance_loss50.csv,MARL
cic,FullyConnected,0.5,10,67.29776687823679,26.53605251439997,0,0,0,marl_xgb_FullyConnected_topology_cic_traffic_metrics_0.5_normal_exploits_loss0.csv,MARL
cic,FullyConnected,0.5,10,85.8841268629206,40.07519931215417,0.1,0.1,0.1,marl_xgb_FullyConnected_topology_cic_traffic_metrics_0.5_normal_exploits_loss10.csv,MARL
cic,FullyConnected,0.5,10,61.562683944743824,44.35534600698811,0.3,0.3,0.3,marl_xgb_FullyConnected_topology_cic_traffic_metrics_0.5_normal_exploits_loss30.csv,MARL
cic,FullyConnected,0.5,10,50.11566917400711,47.70358615727833,0.5,0.5,0.5,marl_xgb_FullyConnected_topology_cic_traffic_metrics_0.5_normal_exploits_loss50.csv,MARL
cic,FullyConnected,0.5,10,92.78831239686612,29.13980870862743,0,0,0,marl_xgb_FullyConnected_topology_cic_traffic_metrics_0.5_normal_fuzzers_loss0.csv,MARL
cic,FullyConnected,0.5,10,70.30454729213517,17.41383967164709,0.1,0.1,0.1,marl_xgb_FullyConnected_topology_cic_traffic_metrics_0.5_normal_fuzzers_loss10.csv,MARL
cic,FullyConnected,0.5,9,54.376191884632135,19.4491409933564,0.3,0.3,0.3,marl_xgb_FullyConnected_topology_cic_traffic_metrics_0.5_normal_fuzzers_loss30.csv,MARL
cic,FullyConnected,0.5,10,63.43458286999443,30.78231586216603,0.5,0.5,0.5,marl_xgb_FullyConnected_topology_cic_traffic_metrics_0.5_normal_fuzzers_loss50.csv,MARL
cic,FullyConnected,1,8,85.5973546197786,38.786135786419464,0,0,0,marl_xgb_FullyConnected_topology_cic_traffic_metrics_1.0_normal_dos_reconnaissance_loss0.csv,MARL
cic,FullyConnected,1,8,75.4639979653497,26.71856752274692,0.1,0.1,0.1,marl_xgb_FullyConnected_topology_cic_traffic_metrics_1.0_normal_dos_reconnaissance_loss10.csv,MARL
cic,FullyConnected,1,8,56.07877890088421,38.5753339492625,0.3,0.3,0.3,marl_xgb_FullyConnected_topology_cic_traffic_metrics_1.0_normal_dos_reconnaissance_loss30.csv,MARL
cic,FullyConnected,1,7,88.85751043539179,26.803764569814987,0.5,0.5,0.5,marl_xgb_FullyConnected_topology_cic_traffic_metrics_1.0_normal_dos_reconnaissance_loss50.csv,MARL
cic,FullyConnected,1,8,88.12326255720748,48.47225513493123,0,0,0,marl_xgb_FullyConnected_topology_cic_traffic_metrics_1.0_normal_exploits_loss0.csv,MARL
cic,FullyConnected,1,8,78.89634736987625,34.89478132641507,0.1,0.1,0.1,marl_xgb_FullyConnected_topology_cic_traffic_metrics_1.0_normal_exploits_loss10.csv,MARL
cic,FullyConnected,1,8,76.70494634707713,11.445604007569177,0.3,0.3,0.3,marl_xgb_FullyConnected_topology_cic_traffic_metrics_1.0_normal_exploits_loss30.csv,MARL
cic,FullyConnected,1,8,85.2249082026051,15.697276117423726,0.5,0.5,0.5,marl_xgb_FullyConnected_topology_cic_traffic_metrics_1.0_normal_exploits_loss50.csv,MARL
cic,FullyConnected,1,8,61.79656244178545,12.406072918222732,0,0,0,marl_xgb_FullyConnected_topology_cic_traffic_metrics_1.0_normal_fuzzers_loss0.csv,MARL
cic,FullyConnected,1,8,78.50997860739378,25.008790960173847,0.1,0.1,0.1,marl_xgb_FullyConnected_topology_cic_traffic_metrics_1.0_normal_fuzzers_loss10.csv,MARL
cic,FullyConnected,1,8,74.89544927720954,19.177287264051813,0.3,0.3,0.3,marl_xgb_FullyConnected_topology_cic_traffic_metrics_1.0_normal_fuzzers_loss30.csv,MARL
cic,FullyConnected,1,7,93.17414132016263,44.2578010698948,0.5,0.5,0.5,marl_xgb_FullyConnected_topology_cic_traffic_metrics_1.0_normal_fuzzers_loss50.csv,MARL
cic,FullyConnected,2,10,67.47203737076066,19.25636031095932,0,0,0,marl_xgb_FullyConnected_topology_cic_traffic_metrics_2.0_normal_dos_reconnaissance_loss0.csv,MARL
cic,FullyConnected,2,9,55.31299488305357,25.27216008914702,0.1,0.1,0.1,marl_xgb_FullyConnected_topology_cic_traffic_metrics_2.0_normal_dos_reconnaissance_loss10.csv,MARL
cic,FullyConnected,2,11,50.18504009595095,43.62983313493352,0.3,0.3,0.3,marl_xgb_FullyConnected_topology_cic_traffic_metrics_2.0_normal_dos_reconnaissance_loss30.csv,MARL
cic,FullyConnected,2,10,89.81639452406552,47.30992973994704,0.5,0.5,0.5,marl_xgb_FullyConnected_topology_cic_traffic_metrics_2.0_normal_dos_reconnaissance_loss50.csv,MARL
cic,FullyConnected,2,9,66.16123127279626,37.60600751753805,0,0,0,marl_xgb_FullyConnected_topology_cic_traffic_metrics_2.0_normal_exploits_loss0.csv,MARL
cic,FullyConnected,2,10,87.08975429696741,14.563821393029528,0.1,0.1,0.1,marl_xgb_FullyConnected_topology_cic_traffic_metrics_2.0_normal_exploits_loss10.csv,MARL
cic,FullyConnected,2,10,84.61314161329172,13.711093729645029,0.3,0.3,0.3,marl_xgb_FullyConnected_topology_cic_traffic_metrics_2.0_normal_exploits_loss30.csv,MARL
cic,FullyConnected,2,9,71.11115084022418,42.375316287458624,0.5,0.5,0.5,marl_xgb_FullyConnected_topology_cic_traffic_metrics_2.0_normal_exploits_loss50.csv,MARL
cic,FullyConnected,2,10,58.251766625222274,25.457164377687747,0,0,0,marl_xgb_FullyConnected_topology_cic_traffic_metrics_2.0_normal_fuzzers_loss0.csv,MARL
cic,FullyConnected,2,10,83.47654185703034,30.44486378292881,0.1,0.1,0.1,marl_xgb_FullyConnected_topology_cic_traffic_metrics_2.0_normal_fuzzers_loss10.csv,MARL
cic,FullyConnected,2,10,81.58287345158104,43.30866811216002,0.3,0.3,0.3,marl_xgb_FullyConnected_topology_cic_traffic_metrics_2.0_normal_fuzzers_loss30.csv,MARL
cic,FullyConnected,2,9,58.16333143159194,37.93115310699377,0.5,0.5,0.5,marl_xgb_FullyConnected_topology_cic_traffic_metrics_2.0_normal_fuzzers_loss50.csv,MARL
ton,FullyConnected,0.1,5,55.489495223030815,42.433233588999315,0,0,0,marl_xgb_FullyConnected_topology_ton_traffic_metrics_0.1_normal_dos_reconnaissance_loss0.csv,MARL
ton,FullyConnected,0.1,5,86.95118939899088,49.96407331566416,0.1,0.1,0.1,marl_xgb_FullyConnected_topology_ton_traffic_metrics_0.1_normal_dos_reconnaissance_loss10.csv,MARL
ton,FullyConnected,0.1,5,85.26887597327038,17.950196122653605,0.3,0.3,0.3,marl_xgb_FullyConnected_topology_ton_traffic_metrics_0.1_normal_dos_reconnaissance_loss30.csv,MARL
ton,FullyConnected,0.1,5,78.05812871515445,11.552592427492373,0.5,0.5,0.5,marl_xgb_FullyConnected_topology_ton_traffic_metrics_0.1_normal_dos_reconnaissance_loss50.csv,MARL
ton,FullyConnected,0.1,5,54.30485136664469,39.11574076455538,0,0,0,marl_xgb_FullyConnected_topology_ton_traffic_metrics_0.1_normal_exploits_loss0.csv,MARL
ton,FullyConnected,0.1,6,77.22345651683024,49.50908472819167,0.1,0.1,0.1,marl_xgb_FullyConnected_topology_ton_traffic_metrics_0.1_normal_exploits_loss10.csv,MARL
ton,FullyConnected,0.1,5,73.74453142227051,33.54279543861051,0.3,0.3,0.3,marl_xgb_FullyConnected_topology_ton_traffic_metrics_0.1_normal_exploits_loss30.csv,MARL
ton,FullyConnected,0.1,5,97.14800385202837,24.623204529135872,0.5,0.5,0.5,marl_xgb_FullyConnected_topology_ton_traffic_metrics_0.1_normal_exploits_loss50.csv,MARL
ton,FullyConnected,0.1,8,93.84007378149684,14.209506049478634,0,0,0,marl_xgb_FullyConnected_topology_ton_traffic_metrics_0.1_normal_fuzzers_loss0.csv,MARL
ton,FullyConnected,0.1,9,80.39849063685577,23.30066889322836,0.1,0.1,0.1,marl_xgb_FullyConnected_topology_ton_traffic_metrics_0.1_normal_fuzzers_loss10.csv,MARL
ton,FullyConnected,0.1,8,86.23673524692796,36.79432794883324,0.3,0.3,0.3,marl_xgb_FullyConnected_topology_ton_traffic_metrics_0.1_normal_fuzzers_loss30.csv,MARL
ton,FullyConnected,0.1,8,67.61453535269332,30.27311957911893,0.5,0.5,0.5,marl_xgb_FullyConnected_topology_ton_traffic_metrics_0.1_normal_fuzzers_loss50.csv,MARL
ton,FullyConnected,0.3,10,97.0554518507123,15.460414650256824,0,0,0,marl_xgb_FullyConnected_topology_ton_traffic_metrics_0.3_normal_dos_reconnaissance_loss0.csv,MARL
ton,FullyConnected,0.3,10,52.08495545056528,39.799237164016816,0.1,0.1,0.1,marl_xgb_FullyConnected_topology_ton_traffic_metrics_0.3_normal_dos_reconnaissance_loss10.csv,MARL
ton,FullyConnected,0.3,9,99.13809879943172,49.30579408581479,0.3,0.3,0.3,marl_xgb_FullyConnected_topology_ton_traffic_metrics_0.3_normal_dos_reconnaissance_loss30.csv,MARL
ton,FullyConnected,0.3,10,51.40682562814563,36.592008372705735,0.5,0.5,0.5,marl_xgb_FullyConnected_topology_ton_traffic_metrics_0.3_normal_dos_reconnaissance_loss50.csv,MARL
ton,FullyConnected,0.3,7,87.13653443113374,19.64146189161422,0,0,0,marl_xgb_FullyConnected_topology_ton_traffic_metrics_0.3_normal_exploits_loss0.csv,MARL
ton,FullyConnected,0.3,8,98.70413627235143,29.5134369090578,0.1,0.1,0.1,marl_xgb_FullyConnected_topology_ton_traffic_metrics_0.3_normal_exploits_loss10.csv,MARL
ton,FullyConnected,0.3,7,99.22209144972722,32.15383966451916,0.3,0.3,0.3,marl_xgb_FullyConnected_topology_ton_traffic_metrics_0.3_normal_exploits_loss30.csv,MARL
ton,FullyConnected,0.3,8,61.13324414536354,36.52417855268908,0.5,0.5,0.5,marl_xgb_FullyConnected_topology_ton_traffic_metrics_0.3_normal_exploits_loss50.csv,MARL
ton,FullyConnected,0.3,10,63.85192940824757,30.50882381930321,0,0,0,marl_xgb_FullyConnected_topology_ton_traffic_metrics_0.3_normal_fuzzers_loss0.csv,MARL
ton,FullyConnected,0.3,9,89.76060503606955,43.01884365699651,0.1,0.1,0.1,marl_xgb_FullyConnected_topology_ton_traffic_metrics_0.3_normal_fuzzers_loss10.csv,MARL
ton,FullyConnected,0.3,8,55.99095355306932,46.81739591658973,0.3,0.3,0.3,marl_xgb_FullyConnected_topology_ton_traffic_metrics_0.3_normal_fuzzers_loss30.csv,MARL
ton,FullyConnected,0.3,10,93.23248649151655,32.82646759460121,0.5,0.5,0.5,marl_xgb_FullyConnected_topology_ton_traffic_metrics_0.3_normal_fuzzers_loss50.csv,MARL
ton,FullyConnected,0.5,10,57.80778537147766,49.40343859253303,0,0,0,marl_xgb_FullyConnected_topology_ton_traffic_metrics_0.5_normal_dos_reconnaissance_loss0.csv,MARL
ton,FullyConnected,0.5,10,92.3908085219301,43.80559280386172,0.1,0.1,0.1,marl_xgb_FullyConnected_topology_ton_traffic_metrics_0.5_normal_dos_reconnaissance_loss10.csv,MARL
ton,FullyConnected,0.5,10,51.410390803033735,10.93911900062196,0.3,0.3,0.3,marl_xgb_FullyConnected_topology_ton_traffic_metrics_0.5_normal_dos_reconnaissance_loss30.csv,MARL
ton,FullyConnected,0.5,10,66.49047570165496,16.084912776834432,0.5,0.5,0.5,marl_xgb_FullyConnected_topology_ton_traffic_metrics_0.5_normal_dos_reconnaissance_loss50.csv,MARL
ton,FullyConnected,0.5,10,60.42106258141059,43.85994413434933,0,0,0,marl_xgb_FullyConnected_topology_ton_traffic_metrics_0.5_normal_exploits_loss0.csv,MARL
ton,FullyConnected,0.5,10,65.7126586846227,44.98551255544575,0.1,0.1,0.1,marl_xgb_FullyConnected_topology_ton_traffic_metrics_0.5_normal_exploits_loss10.csv,MARL
ton,FullyConnected,0.5,10,59.36367716912515,15.321620726195771,0.3,0.3,0.3,marl_xgb_FullyConnected_topology_ton_traffic_metrics_0.5_normal_exploits_loss30.csv,MARL
ton,FullyConnected,0.5,9,88.87263521818389,42.2484048369718,0.5,0.5,0.5,marl_xgb_FullyConnected_topology_ton_traffic_metrics_0.5_normal_exploits_loss50.csv,MARL
ton,FullyConnected,0.5,10,61.566690615569854,25.118824210223217,0,0,0,marl_xgb_FullyConnected_topology_ton_traffic_metrics_0.5_normal_fuzzers_loss0.csv,MARL
ton,FullyConnected,0.5,11,62.97530215870648,49.421391631542434,0.1,0.1,0.1,marl_xgb_FullyConnected_topology_ton_traffic_metrics_0.5_normal_fuzzers_loss10.csv,MARL
ton,FullyConnected,0.5,10,83.22233459876611,22.855145781803586,0.3,0.3,0.3,marl_xgb_FullyConnected_topology_ton_traffic_metrics_0.5_normal_fuzzers_loss30.csv,MARL
ton,FullyConnected,0.5,9,97.76670626233926,19.99383273083657,0.5,0.5,0.5,marl_xgb_FullyConnected_topology_ton_traffic_metrics_0.5_normal_fuzzers_loss50.csv,MARL
ton,FullyConnected,1,9,76.49244829237625,22.19017108722623,0,0,0,marl_xgb_FullyConnected_topology_ton_traffic_metrics_1.0_normal_dos_reconnaissance_loss0.csv,MARL
ton,FullyConnected,1,11,68.14453127323472,46.76803688715672,0.1,0.1,0.1,marl_xgb_FullyConnected_topology_ton_traffic_metrics_1.0_normal_dos_reconnaissance_loss10.csv,MARL
ton,FullyConnected,1,10,96.2054311833004,19.825964922982138,0.3,0.3,0.3,marl_xgb_FullyConnected_topology_ton_traffic_metrics_1.0_normal_dos_reconnaissance_loss30.csv,MARL
ton,FullyConnected,1,10,75.89173723445332,48.458551571819825,0.5,0.5,0.5,marl_xgb_FullyConnected_topology_ton_traffic_metrics_1.0_normal_dos_reconnaissance_loss50.csv,MARL
ton,FullyConnected,1,10,95.39409712806676,45.12655868194946,0,0,0,marl_xgb_FullyConnected_topology_ton_traffic_metrics_1.0_normal_exploits_loss0.csv,MARL
ton,FullyConnected,1,10,84.65211249229617,38.7410714779753,0.1,0.1,0.1,marl_xgb_FullyConnected_topology_ton_traffic_metrics_1.0_normal_exploits_loss10.csv,MARL
ton,FullyConnected,1,10,85.10011396567162,17.487221885210452,0.3,0.3,0.3,marl_xgb_FullyConnected_topology_ton_traffic_metrics_1.0_normal_exploits_loss30.csv,MARL
ton,FullyConnected,1,10,79.98867296150652,34.10079404810909,0.5,0.5,0.5,marl_xgb_FullyConnected_topology_ton_traffic_metrics_1.0_normal_exploits_loss50.csv,MARL
ton,FullyConnected,1,10,87.55582185635899,15.116237440752208,0,0,0,marl_xgb_FullyConnected_topology_ton_traffic_metrics_1.0_normal_fuzzers_loss0.csv,MARL
ton,FullyConnected,1,10,68.2491725098707,21.824715739073852,0.1,0.1,0.1,marl_xgb_FullyConnected_topology_ton_traffic_metrics_1.0_normal_fuzzers_loss10.csv,MARL
ton,FullyConnected,1,11,54.747620269236045,40.60192538176328,0.3,0.3,0.3,marl_xgb_FullyConnected_topology_ton_traffic_metrics_1.0_normal_fuzzers_loss30.csv,MARL
ton,FullyConnected,1,11,77.19085239581636,28.739473597390305,0.5,0.5,0.5,marl_xgb_FullyConnected_topology_ton_traffic_metrics_1.0_normal_fuzzers_loss50.csv,MARL
ton,FullyConnected,2,10,84.71722889044148,10.592327330357776,0,0,0,marl_xgb_FullyConnected_topology_ton_traffic_metrics_2.0_normal_dos_reconnaissance_loss0.csv,MARL
ton,FullyConnected,2,10,52.781474240389144,14.389809968347397,0.1,0.1,0.1,marl_xgb_FullyConnected_topology_ton_traffic_metrics_2.0_normal_dos_reconnaissance_loss10.csv,MARL
ton,FullyConnected,2,10,77.39749186582318,20.13627437192898,0.3,0.3,0.3,marl_xgb_FullyConnected_topology_ton_traffic_metrics_2.0_normal_dos_reconnaissance_loss30.csv,MARL
ton,FullyConnected,2,11,55.54745173479235,20.952114682256333,0.5,0.5,0.5,marl_xgb_FullyConnected_topology_ton_traffic_metrics_2.0_normal_dos_reconnaissance_loss50.csv,MARL
ton,FullyConnected,2,9,50.528050086820656,45.00746718588924,0,0,0,marl_xgb_FullyConnected_topology_ton_traffic_metrics_2.0_normal_exploits_loss0.csv,MARL
ton,FullyConnected,2,10,84.1207122789368,25.52924803606087,0.1,0.1,0.1,marl_xgb_FullyConnected_topology_ton_traffic_metrics_2.0_normal_exploits_loss10.csv,MARL
ton,FullyConnected,2,10,78.72056246783484,22.79071535456349,0.3,0.3,0.3,marl_xgb_FullyConnected_topology_ton_traffic_metrics_2.0_normal_exploits_loss30.csv,MARL
ton,FullyConnected,2,10,89.71818873583015,40.50721123584584,0.5,0.5,0.5,marl_xgb_FullyConnected_topology_ton_traffic_metrics_2.0_normal_exploits_loss50.csv,MARL
ton,FullyConnected,2,10,98.8993972858908,44.777655047042785,0,0,0,marl_xgb_FullyConnected_topology_ton_traffic_metrics_2.0_normal_fuzzers_loss0.csv,MARL
ton,FullyConnected,2,10,58.24182276267989,27.203465876799964,0.1,0.1,0.1,marl_xgb_FullyConnected_topology_ton_traffic_metrics_2.0_normal_fuzzers_loss10.csv,MARL
ton,FullyConnected,2,9,72.63619241220523,34.713720956698246,0.3,0.3,0.3,marl_xgb_FullyConnected_topology_ton_traffic_metrics_2.0_normal_fuzzers_loss30.csv,MARL
ton,FullyConnected,2,10,51.6887198677268,45.006238522725575,0.5,0.5,0.5,marl_xgb_FullyConnected_topology_ton_traffic_metrics_2.0_normal_fuzzers_loss50.csv,MARL
unsw,FullyConnected,0.1,4,60.6617681789288,49.60525983254963,0,0,0,marl_xgb_FullyConnected_topology_unsw_traffic_metrics_0.1_normal_dos_reconnaissance_loss0.csv,MARL
unsw,FullyConnected,0.1,4,59.59791241708248,30.596603801805813,0.1,0.1,0.1,marl_xgb_FullyConnected_topology_unsw_traffic_metrics_0.1_normal_dos_reconnaissance_loss10.csv,MARL
unsw,FullyConnected,0.1,4,74.6174950069182,25.908800435772218,0.3,0.3,0.3,marl_xgb_FullyConnected_topology_unsw_traffic_metrics_0.1_normal_dos_reconnaissance_loss30.csv,MARL
unsw,FullyConnected,0.1,4,88.81097438654253,29.397691384224206,0.5,0.5,0.5,marl_xgb_FullyConnected_topology_unsw_traffic_metrics_0.1_normal_dos_reconnaissance_loss50.csv,MARL
unsw,FullyConnected,0.1,3,97.9553704668709,30.580112262527027,0,0,0,marl_xgb_FullyConnected_topology_unsw_traffic_metrics_0.1_normal_exploits_loss0.csv,MARL
unsw,FullyConnected,0.1,3,72.9457686862144,13.434486614695768,0.1,0.1,0.1,marl_xgb_FullyConnected_topology_unsw_traffic_metrics_0.1_normal_exploits_loss10.csv,MARL
unsw,FullyConnected,0.1,3,56.89542811409831,45.56256919490003,0.3,0.3,0.3,marl_xgb_FullyConnected_topology_unsw_traffic_metrics_0.1_normal_exploits_loss30.csv,MARL
unsw,FullyConnected,0.1,3,65.82340210814291,10.58421988927531,0.5,0.5,0.5,marl_xgb_FullyConnected_topology_unsw_traffic_metrics_0.1_normal_exploits_loss50.csv,MARL
unsw,FullyConnected,0.3,10,52.35630730462596,16.44071796525221,0,0,0,marl_xgb_FullyConnected_topology_unsw_traffic_metrics_0.3_normal_dos_reconnaissance_loss0.csv,MARL
unsw,FullyConnected,0.3,8,97.59954642287856,10.880775850118235,0.1,0.1,0.1,marl_xgb_FullyConnected_topology_unsw_traffic_metrics_0.3_normal_dos_reconnaissance_loss10.csv,MARL
unsw,FullyConnected,0.3,9,91.6981348098776,16.873323258853627,0.3,0.3,0.3,marl_xgb_FullyConnected_topology_unsw_traffic_metrics_0.3_normal_dos_reconnaissance_loss30.csv,MARL
unsw,FullyConnected,0.3,8,65.99860469192967,28.182563723091985,0.5,0.5,0.5,marl_xgb_FullyConnected_topology_unsw_traffic_metrics_0.3_normal_dos_reconnaissance_loss50.csv,MARL
unsw,FullyConnected,0.3,8,57.19316684257981,25.230565745619018,0,0,0,marl_xgb_FullyConnected_topology_unsw_traffic_metrics_0.3_normal_exploits_loss0.csv,MARL
unsw,FullyConnected,0.3,8,75.46291791742135,24.772343250363303,0.1,0.1,0.1,marl_xgb_FullyConnected_topology_unsw_traffic_metrics_0.3_normal_exploits_loss10.csv,MARL
unsw,FullyConnected,0.3,9,63.22856478815092,49.10600910152416,0.3,0.3,0.3,marl_xgb_FullyConnected_topology_unsw_traffic_metrics_0.3_normal_exploits_loss30.csv,MARL
unsw,FullyConnected,0.3,7,54.1319969676879,12.902749203774274,0.5,0.5,0.5,marl_xgb_FullyConnected_topology_unsw_traffic_metrics_0.3_normal_exploits_loss50.csv,MARL
unsw,FullyConnected,0.5,9,59.752240098530415,16.895057756735557,0,0,0,marl_xgb_FullyConnected_topology_unsw_traffic_metrics_0.5_normal_dos_reconnaissance_loss0.csv,MARL
unsw,FullyConnected,0.5,8,99.71841364174789,35.84898731794555,0.1,0.1,0.1,marl_xgb_FullyConnected_topology_unsw_traffic_metrics_0.5_normal_dos_reconnaissance_loss10.csv,MARL
unsw,FullyConnected,0.5,8,79.5111509539496,49.75767234898253,0.3,0.3,0.3,marl_xgb_FullyConnected_topology_unsw_traffic_metrics_0.5_normal_dos_reconnaissance_loss30.csv,MARL
unsw,FullyConnected,0.5,8,54.34945954919652,15.998075163440868,0.5,0.5,0.5,marl_xgb_FullyConnected_topology_unsw_traffic_metrics_0.5_normal_dos_reconnaissance_loss50.csv,MARL
unsw,FullyConnected,0.5,9,67.56546041617656,34.50429674065464,0,0,0,marl_xgb_FullyConnected_topology_unsw_traffic_metrics_0.5_normal_exploits_loss0.csv,MARL
unsw,FullyConnected,0.5,8,97.08876728062756,29.2485444226227,0.1,0.1,0.1,marl_xgb_FullyConnected_topology_unsw_traffic_metrics_0.5_normal_exploits_loss10.csv,MARL
unsw,FullyConnected,0.5,9,65.33504902643197,34.06506225893181,0.3,0.3,0.3,marl_xgb_FullyConnected_topology_unsw_traffic_metrics_0.5_normal_exploits_loss30.csv,MARL
unsw,FullyConnected,0.5,8,74.18383107671805,45.81753476912359,0.5,0.5,0.5,marl_xgb_FullyConnected_topology_unsw_traffic_metrics_0.5_normal_exploits_loss50.csv,MARL
unsw,FullyConnected,1,6,73.7250570229123,43.92773984253846,0,0,0,marl_xgb_FullyConnected_topology_unsw_traffic_metrics_1.0_normal_dos_reconnaissance_loss0.csv,MARL
unsw,FullyConnected,1,6,85.33355478067568,32.94226678725188,0.1,0.1,0.1,marl_xgb_FullyConnected_topology_unsw_traffic_metrics_1.0_normal_dos_reconnaissance_loss10.csv,MARL
